Car_id;Company;Model;Transmission;Color;Price ($);Body Style;Phone
C_CND_014983;Infiniti;I30;Auto;Black;49000;Hardtop;6403562
C_CND_014984;Volvo;S40;Manual;Pale White;22001;Sedan;8450871
C_CND_014985;Dodge;Durango;Manual;Pale White;31001;SUV;8025578
C_CND_014986;Pontiac;Bonneville;Auto;Pale White;20000;Hatchback;7362304
C_CND_014987;Mercury;Grand Marquis;Manual;Pale White;16000;SUV;6189884
C_CND_014988;Saturn;LW;Manual;Pale White;49000;Hatchback;7697391
C_CND_014989;Subaru;Forester;Auto;Black;22500;Hardtop;7735613
C_CND_014990;Pontiac;Sunfire;Manual;Pale White;43000;Sedan;7484173
C_CND_014991;Plymouth;Breeze;Auto;Pale White;39000;Hardtop;8896555
C_CND_014992;Oldsmobile;Bravada;Manual;Black;36000;Hatchback;7583104
C_CND_014993;Saturn;SW;Auto;Pale White;25000;Passenger;6044893
C_CND_014994;Oldsmobile;Bravada;Manual;Black;18000;Hatchback;8325952
C_CND_014995;Infiniti;I30;Auto;Black;21000;Hardtop;6325309
C_CND_014996;Audi;A6;Manual;Black;25001;SUV;7686595
C_CND_014997;Nissan;Maxima;Manual;Pale White;22001;Sedan;7213161
C_CND_014998;Oldsmobile;Silhouette;Manual;Pale White;34001;Sedan;7717559
C_CND_014999;Honda;CR-V;Auto;Black;31001;SUV;6633055
C_CND_015000;Honda;Civic;Auto;Pale White;25000;Hatchback;6664736
C_CND_015001;Oldsmobile;Aurora;Manual;Pale White;71000;Passenger;8224678
C_CND_015002;Pontiac;Sunfire;Manual;Pale White;43000;Sedan;8443409
C_CND_015003;Lexus;LS400;Auto;Black;39000;Sedan;8756305
C_CND_015004;Oldsmobile;Cutlass;Auto;Pale White;15000;Sedan;7796879
C_CND_015005;Audi;A6;Manual;Black;25000;SUV;6874692
C_CND_015006;Chrysler;Concorde;Auto;Pale White;19000;Hardtop;8554685
C_CND_015007;Saturn;SC;Auto;Pale White;12000;Hardtop;7948284
C_CND_015008;BMW;328i;Manual;Black;69000;Sedan;7176982
C_CND_015009;Infiniti;I30;Manual;Pale White;22000;Hardtop;7649111
C_CND_015010;Dodge;Viper;Auto;Pale White;31000;SUV;6952770
C_CND_015011;Ford;Explorer;Auto;Pale White;18801;Hatchback;6225588
C_CND_015012;Cadillac;DeVille;Auto;Pale White;69001;SUV;8861240
C_CND_015013;Subaru;Outback;Auto;Pale White;19001;SUV;8958097
C_CND_015014;Chrysler;Sebring Coupe;Auto;Pale White;19001;Sedan;7083055
C_CND_015015;Lexus;LX470;Manual;Pale White;54001;SUV;7707001
C_CND_015016;Chevrolet;Corvette;Manual;Pale White;22001;SUV;8580689
C_CND_015017;Lincoln;Continental;Manual;Pale White;82001;Passenger;7342556
C_CND_015018;Ford;Escort;Manual;Black;11001;Passenger;6105948
C_CND_015019;Chevrolet;Prizm;Auto;Pale White;42000;Hardtop;8726022
C_CND_015020;Oldsmobile;Bravada;Manual;Black;36001;Hatchback;6514202
C_CND_015021;Chevrolet;Malibu;Manual;Pale White;24000;Hardtop;6297889
C_CND_015022;Ford;Contour;Auto;Pale White;62601;Sedan;7479818
C_CND_015023;Buick;Century;Auto;Pale White;17000;Hardtop;7142494
C_CND_015024;Volkswagen;GTI;Auto;Pale White;20351;SUV;8873056
C_CND_015025;BMW;328i;Auto;Black;18001;Sedan;6801227
C_CND_015026;Plymouth;Prowler;Manual;Pale White;16001;Hatchback;8505522
C_CND_015027;Dodge;Viper;Auto;Pale White;31001;SUV;8776412
C_CND_015028;Mercedes-B;SL-Class;Manual;Black;38500;Hardtop;8360116
C_CND_015029;Oldsmobile;Silhouette;Manual;Pale White;14000;Sedan;8116530
C_CND_015030;Acura;TL;Auto;Pale White;29000;Hatchback;7416318
C_CND_015031;Mercury;Grand Marquis;Manual;Pale White;71000;SUV;7424131
C_CND_015032;Lexus;GS300;Manual;Pale White;17000;Passenger;7034403
C_CND_015033;Chrysler;300M;Auto;Pale White;22000;SUV;7784525
C_CND_015034;Plymouth;Breeze;Auto;Pale White;22000;Hardtop;7909656
C_CND_015035;Oldsmobile;Bravada;Auto;Pale White;19000;Hatchback;6071715
C_CND_015036;Toyota;RAV4;Auto;Pale White;27000;Hatchback;8732859
C_CND_015037;Chevrolet;Camaro;Auto;Pale White;24000;Sedan;6114770
C_CND_015038;Porsche;Carrera Cabrio;Auto;Pale White;32000;Passenger;6602471
C_CND_015039;Jeep;Cherokee;Auto;Pale White;36000;Sedan;8764313
C_CND_015040;Volkswagen;Golf;Manual;Pale White;17500;Hardtop;8612440
C_CND_015041;Buick;Regal;Auto;Black;19000;Passenger;6033557
C_CND_015042;Oldsmobile;Alero;Manual;Black;17500;Hardtop;7385883
C_CND_015043;Mercury;Grand Marquis;Auto;Black;19000;SUV;6564393
C_CND_015044;Ford;Crown Victoria;Auto;Pale White;29000;Passenger;7119330
C_CND_015045;Plymouth;Neon;Auto;Pale White;27000;SUV;8870672
C_CND_015046;Jeep;Cherokee;Auto;Pale White;36000;Sedan;8414278
C_CND_015047;Oldsmobile;Silhouette;Manual;Pale White;14500;Sedan;6542497
C_CND_015048;Volkswagen;Passat;Auto;Black;9000;Hatchback;7764578
C_CND_015049;Nissan;Frontier;Manual;Pale White;12000;Hatchback;8525036
C_CND_015050;Ford;Windstar;Auto;Pale White;31000;Sedan;7967909
C_CND_015051;Chrysler;Concorde;Auto;Pale White;19500;Hardtop;8140035
C_CND_015052;Plymouth;Neon;Manual;Black;29000;SUV;8904211
C_CND_015053;Dodge;Viper;Auto;Pale White;31500;SUV;7905150
C_CND_015054;BMW;528i;Auto;Pale White;62000;SUV;8203792
C_CND_015055;Mercury;Villager;Manual;Pale White;14000;Passenger;6974569
C_CND_015056;Mitsubishi;3000GT;Manual;Black;18000;Sedan;6332069
C_CND_015057;Mercedes-B;E-Class;Auto;Pale White;31000;Sedan;6075390
C_CND_015058;Acura;RL;Manual;Pale White;17000;SUV;8418240
C_CND_015059;Volkswagen;Jetta;Auto;Pale White;16000;Passenger;8555850
C_CND_015060;Volvo;S70;Manual;Pale White;21000;Hardtop;6222116
C_CND_015061;Dodge;Ram Wagon;Auto;Black;22000;Passenger;8537477
C_CND_015062;Mercedes-B;SLK230;Manual;Pale White;71000;Hatchback;6665225
C_CND_015063;Pontiac;Grand Am;Auto;Pale White;12000;SUV;8096763
C_CND_015064;Mitsubishi;Diamante;Auto;Black;18000;Hatchback;7222426
C_CND_015065;Chevrolet;Prizm;Manual;Black;27500;Hardtop;6835888
C_CND_015066;Toyota;RAV4;Auto;Pale White;27000;Hatchback;7766352
C_CND_015067;Audi;A6;Manual;Black;25000;SUV;7146655
C_CND_015068;Audi;A8;Manual;Black;44000;Passenger;7361768
C_CND_015069;Audi;A4;Manual;Pale White;12000;Hardtop;6092547
C_CND_015070;Honda;Civic;Auto;Pale White;25000;Hatchback;8620324
C_CND_015071;Volvo;S40;Manual;Pale White;17000;Sedan;7382946
C_CND_015072;Cadillac;Eldorado;Auto;Black;60000;Passenger;8682957
C_CND_015073;Saturn;SW;Manual;Black;36000;Passenger;8054852
C_CND_015074;Honda;CR-V;Auto;Pale White;12000;SUV;6977827
C_CND_015075;Dodge;Ram Pickup;Manual;Pale White;21000;Hardtop;7778711
C_CND_015076;Chrysler;Concorde;Auto;Pale White;46000;Hardtop;7220900
C_CND_015077;Ford;F-Series;Manual;Pale White;13000;Passenger;6606672
C_CND_015078;Ford;Contour;Auto;Pale White;19000;Sedan;6181895
C_CND_015079;Pontiac;Bonneville;Manual;Pale White;11000;Hatchback;6680607
C_CND_015080;Chevrolet;Prizm;Manual;Pale White;21500;Hardtop;8834711
C_CND_015081;Chevrolet;Prizm;Auto;Pale White;15000;Hardtop;6638884
C_CND_015082;Chevrolet;Impala;Auto;Black;21000;Hatchback;6517687
C_CND_015083;Jaguar;S-Type;Manual;Pale White;20500;Passenger;8748524
C_CND_015084;Nissan;Maxima;Manual;Pale White;54000;Sedan;8740090
C_CND_015085;Pontiac;Sunfire;Manual;Pale White;43000;Sedan;6453696
C_CND_015086;Oldsmobile;Cutlass;Manual;Pale White;41000;Sedan;8768588
C_CND_015087;Toyota;Tacoma;Manual;Pale White;24000;Hardtop;8820154
C_CND_015088;BMW;323i;Auto;Pale White;22000;Hatchback;7434916
C_CND_015089;Ford;Mustang;Manual;Pale White;43000;Hatchback;8398245
C_CND_015090;Chevrolet;Cavalier;Manual;Pale White;20000;SUV;6280177
C_CND_015091;Chrysler;300M;Auto;Pale White;16000;SUV;6132895
C_CND_015092;Volvo;S40;Auto;Black;26000;Sedan;8665068
C_CND_015093;Ford;Explorer;Auto;Pale White;18000;Hatchback;7058973
C_CND_015094;Toyota;Sienna;Manual;Black;12000;Passenger;6659621
C_CND_015095;Audi;A6;Auto;Black;27000;SUV;6208113
C_CND_015096;Plymouth;Breeze;Auto;Pale White;39000;Hardtop;6225003
C_CND_015097;Volvo;S40;Manual;Black;36001;Sedan;8278485
C_CND_015098;Ford;F-Series;Manual;Pale White;13501;Passenger;6866253
C_CND_015099;Acura;TL;Auto;Black;28501;Hatchback;8624693
C_CND_015100;Oldsmobile;Cutlass;Auto;Pale White;46000;Sedan;7503038
C_CND_015101;Dodge;Ram Pickup;Auto;Pale White;39750;Hardtop;7206075
C_CND_015102;Buick;LeSabre;Manual;Black;20000;Sedan;7515279
C_CND_015103;Mercury;Grand Marquis;Auto;Black;9000;SUV;7752133
C_CND_015104;Nissan;Frontier;Manual;Black;53001;Hatchback;7938687
C_CND_015105;Volvo;S40;Manual;Pale White;22001;Sedan;7674501
C_CND_015106;Honda;Civic;Auto;Pale White;25001;Hatchback;6546345
C_CND_015107;Oldsmobile;Bravada;Auto;Black;26001;Hatchback;8022508
C_CND_015108;Dodge;Ram Van;Manual;Pale White;24000;Hatchback;6956111
C_CND_015109;Volkswagen;GTI;Manual;Black;25050;SUV;6113821
C_CND_015110;Lincoln;Continental;Manual;Pale White;82000;Passenger;7445745
C_CND_015111;Volvo;S40;Auto;Pale White;29000;Sedan;8096931
C_CND_015112;Mercedes-B;E-Class;Auto;Pale White;31000;Sedan;7927351
C_CND_015113;Toyota;Tacoma;Manual;Pale White;24001;Hardtop;7148479
C_CND_015114;Lexus;LS400;Auto;Pale White;27001;Sedan;6349436
C_CND_015115;Ford;Crown Victoria;Auto;Pale White;29001;Passenger;8762670
C_CND_015116;Ford;Ranger;Auto;Black;61000;Hardtop;8956258
C_CND_015117;Subaru;Forester;Manual;Pale White;26001;Hardtop;8881619
C_CND_015118;Saturn;SC;Manual;Pale White;61501;Hardtop;6350231
C_CND_015119;Lincoln;Town car;Manual;Pale White;33001;Hatchback;8100093
C_CND_015120;Lexus;ES300;Manual;Black;34001;Hardtop;7375011
C_CND_015121;Subaru;Outback;Auto;Pale White;57001;SUV;6833771
C_CND_015122;Volvo;S40;Auto;Pale White;42001;Sedan;8622007
C_CND_015123;Mercury;Mystique;Auto;Black;9001;Passenger;8418702
C_CND_015124;Acura;RL;Manual;Pale White;34001;SUV;8880618
C_CND_015125;Pontiac;Bonneville;Auto;Pale White;19501;Hatchback;7502283
C_CND_015126;Lexus;LS400;Auto;Black;22001;Sedan;7058099
C_CND_015127;Jeep;Grand Cherokee;Manual;Pale White;15000;SUV;6792376
C_CND_015128;Mitsubishi;Diamante;Manual;Pale White;19500;Hatchback;6147899
C_CND_015129;Buick;Regal;Auto;Black;19000;Passenger;7468242
C_CND_015130;Pontiac;Firebird;Manual;Black;43000;Hardtop;6261303
C_CND_015131;Dodge;Ram Pickup;Manual;Pale White;25000;Hardtop;8506438
C_CND_015132;Cadillac;Eldorado;Auto;Black;60000;Passenger;7260185
C_CND_015133;Ford;Windstar;Auto;Pale White;19000;Sedan;7896526
C_CND_015134;Mitsubishi;Diamante;Auto;Pale White;21000;Hatchback;8298744
C_CND_015135;Honda;CR-V;Auto;Pale White;12000;SUV;8268471
C_CND_015136;Volkswagen;GTI;Auto;Pale White;20000;SUV;7906259
C_CND_015137;Mercury;Cougar;Auto;Black;33000;Hatchback;6215704
C_CND_015138;Ford;F-Series;Manual;Black;38001;Passenger;7943958
C_CND_015139;Pontiac;Sunfire;Manual;Pale White;43501;Sedan;8835229
C_CND_015140;Volkswagen;Passat;Auto;Pale White;13001;Hatchback;8845763
C_CND_015141;Ford;F-Series;Manual;Pale White;13001;Passenger;6606801
C_CND_015142;BMW;328i;Auto;Black;16001;Sedan;6131807
C_CND_015143;Chevrolet;Monte Carlo;Auto;Pale White;20001;Hatchback;6419955
C_CND_015144;Chrysler;300M;Auto;Black;26001;SUV;7406645
C_CND_015145;Cadillac;Eldorado;Manual;Pale White;13000;Passenger;7454056
C_CND_015146;Plymouth;Voyager;Manual;Pale White;20000;Passenger;7336339
C_CND_015147;Saab;3-Sep;Auto;Black;26000;Sedan;8464659
C_CND_015148;Plymouth;Prowler;Manual;Pale White;71000;Hatchback;6299553
C_CND_015149;Mitsubishi;3000GT;Manual;Pale White;20500;Sedan;7081308
C_CND_015150;Honda;CR-V;Auto;Pale White;12000;SUV;8409219
C_CND_015151;Plymouth;Voyager;Manual;Pale White;20000;Passenger;6851527
C_CND_015152;Chevrolet;Cavalier;Manual;Pale White;20000;SUV;7121605
C_CND_015153;Chevrolet;Lumina;Manual;Pale White;12000;Passenger;7828752
C_CND_015154;Volkswagen;Jetta;Auto;Pale White;16800;Passenger;7578535
C_CND_015155;Mercedes-B;SLK;Manual;Pale White;17000;Passenger;7388411
C_CND_015156;Volkswagen;Cabrio;Auto;Black;16000;Sedan;8000242
C_CND_015157;Mitsubishi;Eclipse;Manual;Black;25000;Hardtop;6127352
C_CND_015158;Chevrolet;Prizm;Manual;Pale White;21000;Hardtop;8321274
C_CND_015159;Lincoln;Town car;Manual;Black;17000;Hatchback;7401315
C_CND_015160;BMW;528i;Manual;Pale White;16001;SUV;8915027
C_CND_015161;BMW;323i;Auto;Pale White;19001;Hatchback;6731958
C_CND_015162;Mercedes-B;SLK230;Manual;Pale White;71001;Hatchback;8200534
C_CND_015163;Oldsmobile;Bravada;Auto;Pale White;15001;Hatchback;8783494
C_CND_015164;Audi;A6;Auto;Pale White;42001;SUV;6361901
C_CND_015165;Dodge;Avenger;Auto;Pale White;39001;Passenger;7906040
C_CND_015166;Pontiac;Grand Am;Auto;Pale White;26001;SUV;6056425
C_CND_015167;Honda;Passport;Manual;Pale White;27500;Hardtop;6386219
C_CND_015168;Nissan;Xterra;Auto;Black;26001;Passenger;8224996
C_CND_015169;Acura;TL;Auto;Black;23001;Hatchback;8862919
C_CND_015170;Lexus;LS400;Manual;Pale White;13001;Sedan;8369729
C_CND_015171;Mitsubishi;Eclipse;Auto;Black;27000;Hardtop;7402781
C_CND_015172;Mercury;Villager;Manual;Pale White;14001;Passenger;8907030
C_CND_015173;Pontiac;Grand Am;Auto;Pale White;26001;SUV;7766114
C_CND_015174;Lexus;LS400;Manual;Pale White;13501;Sedan;7354960
C_CND_015175;Dodge;Ram Pickup;Manual;Black;19000;Hardtop;7926378
C_CND_015176;Dodge;Ram Wagon;Auto;Black;22001;Passenger;7703434
C_CND_015177;Nissan;Pathfinder;Manual;Black;22000;Hardtop;7339581
C_CND_015178;Oldsmobile;Silhouette;Auto;Black;60000;Sedan;8558041
C_CND_015179;Ford;Expedition;Manual;Black;10000;SUV;6281349
C_CND_015180;Mitsubishi;3000GT;Auto;Pale White;19500;Sedan;6672021
C_CND_015181;Cadillac;Eldorado;Auto;Pale White;31000;Passenger;8798255
C_CND_015182;Honda;Civic;Manual;Pale White;45000;Hatchback;8351848
C_CND_015183;Nissan;Pathfinder;Auto;Pale White;75000;Hardtop;7504313
C_CND_015184;Buick;LeSabre;Manual;Black;20000;Sedan;6027627
C_CND_015185;Audi;A6;Manual;Pale White;24000;SUV;7506997
C_CND_015186;Honda;CR-V;Auto;Black;31500;SUV;8434678
C_CND_015187;Chrysler;LHS;Auto;Pale White;20700;Hatchback;8452034
C_CND_015188;Saturn;LW;Auto;Pale White;18000;Hatchback;8607620
C_CND_015189;Toyota;Celica;Manual;Pale White;14000;SUV;8987956
C_CND_015190;Chevrolet;Prizm;Auto;Pale White;15000;Hardtop;8185444
C_CND_015191;Ford;Crown Victoria;Manual;Pale White;20000;Passenger;6947665
C_CND_015192;Mercury;Grand Marquis;Manual;Pale White;16500;SUV;6718079
C_CND_015193;Oldsmobile;Silhouette;Auto;Black;22000;Sedan;7082187
C_CND_015194;Dodge;Dakota;Auto;Pale White;21000;Sedan;7580495
C_CND_015195;Mitsubishi;3000GT;Auto;Pale White;19001;Sedan;6311698
C_CND_015196;Mercedes-B;SL-Class;Manual;Black;38330;Hardtop;8177898
C_CND_015197;Toyota;Sienna;Manual;Black;12001;Passenger;7804280
C_CND_015198;Toyota;Celica;Auto;Pale White;25001;SUV;7947886
C_CND_015199;Volkswagen;Jetta;Auto;Pale White;69001;Passenger;6929166
C_CND_015200;Toyota;Camry;Manual;Black;34001;Hatchback;6516916
C_CND_015201;Mercedes-B;CL500;Manual;Pale White;29001;SUV;8492737
C_CND_015202;Honda;Accord;Auto;Pale White;19001;Sedan;8714642
C_CND_015203;Mercury;Grand Marquis;Manual;Pale White;71001;SUV;8413000
C_CND_015204;Buick;Park Avenue;Manual;Black;29001;Hatchback;7389717
C_CND_015205;Mercury;Sable;Auto;Pale White;39001;Sedan;6644448
C_CND_015206;Subaru;Outback;Auto;Pale White;19001;SUV;7993734
C_CND_015207;Chrysler;Sebring Coupe;Auto;Pale White;46000;Sedan;6214313
C_CND_015208;Toyota;Celica;Auto;Pale White;31000;SUV;8343848
C_CND_015209;Dodge;Ram Pickup;Auto;Pale White;57000;Hardtop;6247015
C_CND_015210;Dodge;Durango;Manual;Pale White;27000;SUV;8030836
C_CND_015211;Honda;Odyssey;Manual;Pale White;27000;Passenger;7567449
C_CND_015212;Honda;CR-V;Auto;Pale White;22800;SUV;6792765
C_CND_015213;Nissan;Frontier;Manual;Black;53000;Hatchback;6774169
C_CND_015214;Nissan;Pathfinder;Auto;Pale White;21000;Hardtop;7958094
C_CND_015215;Mercedes-B;M-Class;Manual;Pale White;25000;Hardtop;7645426
C_CND_015216;Jeep;Wrangler;Auto;Pale White;19100;Hatchback;8102235
C_CND_015217;Chrysler;Concorde;Auto;Pale White;42000;Hardtop;7636895
C_CND_015218;Oldsmobile;Bravada;Manual;Black;36000;Hatchback;7013496
C_CND_015219;Lexus;LS400;Auto;Pale White;46000;Sedan;7821257
C_CND_015220;Toyota;Tacoma;Manual;Pale White;24000;Hardtop;6223070
C_CND_015221;Toyota;Tacoma;Manual;Pale White;24000;Hardtop;6756541
C_CND_015222;Honda;Passport;Manual;Pale White;27000;Hardtop;6621984
C_CND_015223;Oldsmobile;Bravada;Manual;Black;18000;Hatchback;6423604
C_CND_015224;Nissan;Quest;Manual;Black;38000;SUV;7654897
C_CND_015225;Mercury;Cougar;Auto;Black;33001;Hatchback;7309932
C_CND_015226;Volkswagen;Jetta;Manual;Pale White;45001;Passenger;6684849
C_CND_015227;BMW;528i;Auto;Black;31001;SUV;6728630
C_CND_015228;Audi;A4;Auto;Black;27000;Hardtop;8075694
C_CND_015229;Chrysler;Town & Country;Manual;Pale White;17001;Sedan;6359938
C_CND_015230;Chevrolet;Camaro;Auto;Pale White;17001;Sedan;8736882
C_CND_015231;Mercury;Cougar;Auto;Black;33001;Hatchback;8214185
C_CND_015232;Pontiac;Sunfire;Auto;Black;18001;Sedan;8774153
C_CND_015233;Volkswagen;Jetta;Manual;Pale White;24001;Passenger;7216316
C_CND_015234;Volvo;S40;Manual;Black;36001;Sedan;8661141
C_CND_015235;Chevrolet;Lumina;Manual;Black;10001;Passenger;6525705
C_CND_015236;Mercedes-B;CL500;Manual;Pale White;29001;SUV;6795257
C_CND_015237;Oldsmobile;Cutlass;Auto;Pale White;41001;Sedan;6866138
C_CND_015238;Mitsubishi;Galant;Auto;Pale White;42501;Passenger;6741733
C_CND_015239;Ford;Crown Victoria;Manual;Pale White;20001;Passenger;8093662
C_CND_015240;Lincoln;Continental;Manual;Pale White;82001;Passenger;6013078
C_CND_015241;Mitsubishi;Diamante;Auto;Black;17001;Hatchback;7635180
C_CND_015242;Plymouth;Neon;Auto;Pale White;27001;SUV;7648484
C_CND_015243;Oldsmobile;Silhouette;Manual;Pale White;34701;Sedan;7545169
C_CND_015244;Mitsubishi;Diamante;Auto;Black;17001;Hatchback;8963996
C_CND_015245;Lincoln;Continental;Manual;Black;42001;Passenger;8495009
C_CND_015246;Mercedes-B;SLK230;Manual;Pale White;14001;Hatchback;8318784
C_CND_015247;Chrysler;300M;Auto;Black;26000;SUV;6497509
C_CND_015248;Dodge;Ram Wagon;Auto;Black;22100;Passenger;6871585
C_CND_015249;Ford;Expedition;Manual;Black;10000;SUV;8758265
C_CND_015250;Volkswagen;Passat;Manual;Pale White;12000;Hatchback;7420525
C_CND_015251;Buick;Regal;Auto;Pale White;46000;Passenger;6465678
C_CND_015252;Plymouth;Voyager;Manual;Black;75000;Passenger;6776010
C_CND_015253;Hyundai;Elantra;Manual;Pale White;22000;Sedan;7042292
C_CND_015254;Dodge;Ram Pickup;Auto;Pale White;45000;Hardtop;7246457
C_CND_015255;Saturn;LW;Auto;Pale White;18000;Hatchback;7799693
C_CND_015256;Mercury;Villager;Manual;Pale White;14000;Passenger;7883724
C_CND_015257;Chrysler;LHS;Auto;Pale White;20000;Hatchback;8960531
C_CND_015258;Mitsubishi;Montero Sport;Auto;Pale White;39001;Hardtop;6559379
C_CND_015259;Pontiac;Grand Am;Auto;Pale White;19700;SUV;8149866
C_CND_015260;Volkswagen;Cabrio;Auto;Pale White;17000;Sedan;8746401
C_CND_015261;Mercedes-B;M-Class;Manual;Pale White;25001;Hardtop;7656058
C_CND_015262;Plymouth;Voyager;Manual;Pale White;20000;Passenger;6933878
C_CND_015263;Acura;RL;Manual;Pale White;17000;SUV;7358750
C_CND_015264;Plymouth;Voyager;Manual;Black;75000;Passenger;8129096
C_CND_015265;Audi;A6;Manual;Pale White;24500;SUV;7016299
C_CND_015266;Toyota;Sienna;Manual;Black;27500;Passenger;6622411
C_CND_015267;Mercedes-B;S-Class;Manual;Pale White;21000;SUV;7373636
C_CND_015268;Ford;Explorer;Auto;Pale White;18000;Hatchback;6623207
C_CND_015269;Saturn;LS;Auto;Pale White;45000;Sedan;6025858
C_CND_015270;Dodge;Durango;Manual;Black;22000;SUV;8982110
C_CND_015271;Mitsubishi;Diamante;Auto;Black;18001;Hatchback;6217463
C_CND_015272;Dodge;Avenger;Auto;Pale White;22501;Passenger;8784530
C_CND_015273;Cadillac;Escalade;Auto;Black;28001;Sedan;6561860
C_CND_015274;Chrysler;Sebring Coupe;Manual;Pale White;26001;Sedan;8785725
C_CND_015275;Cadillac;Catera;Auto;Pale White;28001;Hatchback;7146490
C_CND_015276;BMW;323i;Auto;Black;9501;Hatchback;6734820
C_CND_015277;Volkswagen;Jetta;Auto;Pale White;19601;Passenger;6248065
C_CND_015278;Dodge;Avenger;Auto;Pale White;22000;Passenger;6213429
C_CND_015279;Mercedes-B;CL500;Manual;Pale White;22000;SUV;6870900
C_CND_015280;Mercedes-B;CL500;Manual;Pale White;22000;SUV;6113203
C_CND_015281;Chevrolet;Cavalier;Manual;Pale White;20000;SUV;8126427
C_CND_015282;Jaguar;S-Type;Auto;Black;27001;Passenger;6157632
C_CND_015283;Ford;F-Series;Manual;Pale White;14001;Passenger;6477204
C_CND_015284;Nissan;Quest;Manual;Black;38001;SUV;6375063
C_CND_015285;Nissan;Maxima;Manual;Pale White;16001;Sedan;8700132
C_CND_015286;Toyota;Celica;Auto;Pale White;31001;SUV;8168081
C_CND_015287;Chevrolet;Cavalier;Manual;Pale White;14001;SUV;7487816
C_CND_015288;Plymouth;Prowler;Manual;Pale White;71001;Hatchback;8241885
C_CND_015289;Pontiac;Bonneville;Manual;Black;11001;Hatchback;6189608
C_CND_015290;Mercedes-B;SL-Class;Manual;Black;38000;Hardtop;8761355
C_CND_015291;Mercury;Grand Marquis;Manual;Pale White;71001;SUV;7258489
C_CND_015292;BMW;528i;Auto;Black;31000;SUV;7299600
C_CND_015293;Toyota;Avalon;Auto;Pale White;18000;Sedan;8698881
C_CND_015294;Audi;A4;Auto;Black;27000;Hardtop;8807414
C_CND_015295;Chevrolet;Corvette;Auto;Pale White;25001;SUV;6305458
C_CND_015296;Pontiac;Sunfire;Manual;Pale White;28001;Sedan;6670064
C_CND_015297;Mercedes-B;S-Class;Auto;Pale White;10001;SUV;7829406
C_CND_015298;Acura;RL;Manual;Pale White;17001;SUV;6655656
C_CND_015299;Toyota;Sienna;Manual;Black;16001;Passenger;6588959
C_CND_015300;Toyota;Corolla;Auto;Pale White;41001;Passenger;8919213
C_CND_015301;Toyota;Camry;Auto;Pale White;31001;Hatchback;8414363
C_CND_015302;Dodge;Viper;Auto;Pale White;25001;SUV;8263387
C_CND_015303;Mercedes-B;SLK230;Auto;Black;33001;Hatchback;7232319
C_CND_015304;Jeep;Grand Cherokee;Auto;Pale White;36001;SUV;7006456
C_CND_015305;Pontiac;Firebird;Manual;Black;43000;Hardtop;8207828
C_CND_015306;Hyundai;Elantra;Manual;Pale White;26001;Sedan;7657309
C_CND_015307;Ford;Windstar;Auto;Pale White;31001;Sedan;8318664
C_CND_015308;Chevrolet;Prizm;Auto;Black;16000;Hardtop;7288006
C_CND_015309;Infiniti;I30;Manual;Pale White;22001;Hardtop;6732898
C_CND_015310;Mercury;Mystique;Auto;Black;9001;Passenger;8575122
C_CND_015311;Mercedes-B;S-Class;Manual;Pale White;21501;SUV;7258627
C_CND_015312;Oldsmobile;Intrigue;Auto;Black;18001;SUV;8133293
C_CND_015313;Chevrolet;Lumina;Manual;Black;10301;Passenger;8292946
C_CND_015314;Cadillac;Eldorado;Manual;Black;29500;Passenger;8348994
C_CND_015315;Mercedes-B;CL500;Manual;Pale White;29000;SUV;6771862
C_CND_015316;Toyota;Celica;Auto;Pale White;45000;SUV;7669933
C_CND_015317;Lexus;LS400;Auto;Black;39000;Sedan;7697501
C_CND_015318;Cadillac;Seville;Manual;Black;44500;Hardtop;7185180
C_CND_015319;Dodge;Viper;Auto;Pale White;41000;SUV;7128241
C_CND_015320;Mercedes-B;SLK;Manual;Black;26000;Passenger;8276458
C_CND_015321;Ford;Taurus;Manual;Pale White;22000;SUV;8808054
C_CND_015322;Volkswagen;Passat;Manual;Pale White;12000;Hatchback;7937343
C_CND_015323;Ford;Explorer;Auto;Pale White;41501;Hatchback;6283740
C_CND_015324;Saturn;SC;Manual;Pale White;61001;Hardtop;6070875
C_CND_015325;Dodge;Caravan;Auto;Black;23000;Hardtop;6610956
C_CND_015326;Volvo;S70;Auto;Pale White;32500;Hardtop;8231184
C_CND_015327;Chrysler;Cirrus;Auto;Pale White;12001;Passenger;7211859
C_CND_015328;Mercury;Sable;Auto;Pale White;39001;Sedan;7239682
C_CND_015329;Honda;CR-V;Auto;Pale White;22001;SUV;7407412
C_CND_015330;Mitsubishi;Montero Sport;Auto;Pale White;39000;Hardtop;8095509
C_CND_015331;Toyota;Tacoma;Auto;Pale White;53000;Hardtop;8918716
C_CND_015332;Ford;Focus;Manual;Pale White;24000;Hardtop;6726031
C_CND_015333;Mercedes-B;C-Class;Manual;Pale White;17001;Hatchback;6250039
C_CND_015334;Lexus;ES300;Manual;Black;34001;Hardtop;6743281
C_CND_015335;Mitsubishi;3000GT;Manual;Pale White;24000;Sedan;6338176
C_CND_015336;Plymouth;Voyager;Auto;Pale White;22000;Passenger;6078600
C_CND_015337;Pontiac;Grand Prix;Auto;Pale White;19900;Passenger;8497990
C_CND_015338;Honda;Accord;Manual;Black;43000;Sedan;8509729
C_CND_015339;Chevrolet;Metro;Auto;Pale White;12000;Passenger;7322411
